fila_excel;bloque;codigo_excel;codigo_esperado;descripcion_excel;fuera_pmo;estado;codigo_en_nuestra_base;nombre_en_nuestra_base;parecido;raices_comunes
8;NN;3;660003;Acidimetría diagnez azul.;X;NO ESTA;660004;ACIDIMETRIA GASTRICA , CURVA DE;0.2;1
29;NN;24;660024;Aminoácidos cualitativo (O) incluye azur, brand catavión. DNPH millon.;X;NO ESTA;668024;PARA AMINOFENOL;0.17;1
44;NN;39;660039;Anticoagulantes (Bergna Pavlovsky).;X;NO ESTA;662709;ANTICOAGULANTE LÚPICO;0.25;1
103;NN;113;660113;Bromoftaleína, prueba de la;X;NO ESTA;;;0.0;0
104;NN;114;660114;Bromoftaleína, depuración (K1 y K2).;X;NO ESTA;660193;CREATININA, CLEARENCE DE DEPURACION.;0.25;1
139;NN;156;660156;17 -Cetoesteroides fraccionados- 11 OXI - 11 DESOXI -;X;NO ESTA;660025;AMINOÁCIDOS FRACCIONADOS (Cromatografía - por fracción) -cualitativo;0.2;1
180;NN;197;660197;Curvas coloidales, cada una;X;NO ESTA;660004;ACIDIMETRIA GASTRICA , CURVA DE;0.25;1
250;NN;291;660291;Electroforesis poliacrilamida, cualitativa.;X;NO ESTA;660471;HEMOGLOBINA, ELECTROFORESIS.;0.25;1
253;NN;294;660294;Eosinófilos, con intección de ACTH.;X;NO ESTA;660006;ACTH - HORMONA ADRENOCORTICOTROFINA.;0.2;1
265;NN;306;660306;Etanól test total del.;X;NO ESTA;660307;ETANOL, ALCOHOL ETÍLICO - urinario. (ALCOLURIA);0.2;1
294;NN;347;660347;Fibrinolisisna. (Bugges MC Farlane o similar).;X;NO ESTA;660345;FIBRINOGENO - sangre.;0.2;1
353;NN;425;660425;Gonadotrofinas coriónicas. Metodo biológico cuantitativo (Brideau-Hinglais), 2 conejas por unidad, cada unidad.;X;NO ESTA;661170;SUBUNIDAD BETA de GONADOTROFINA CORIONICA (cualitativa) - HCG o β-HCG - Sub β;0.2;2
354;NN;426;660426;Gonadotrofinas hipofisiarias, uno o dos niveles.;X;NO ESTA;669187;SUBUNIDAD Alfa HIPOFISIARIA;0.2;1
355;NN;427;660427;Gonadotrofinas hipofisiarias, cada nivel adicional.;X;NO ESTA;660273;DOMICILIO A MAS DE DOS (2) Kms. - ADICIONAL por c/Km.;0.2;1
357;NN;429;660429;Gota gruesa.;;NO ESTA;;;0.0;0
385;NN;461;660461;Hamburger.;X;NO ESTA;;;0.0;0
386;NN;462;660462;Hanger. Reacción de. Incluido en 481;X;NO ESTA;;;0.0;0
393;NN;469;660469;Hemofilio. Clasificación.;X;NO ESTA;;;0.0;0
440;NN;533;660533;Imaz-Lorentz-Ghedini. Reacción de;X;NO ESTA;;;0.0;0
451;NN;544;660544;Iodo butanol extraíble.;X;NO ESTA;666888;IODO-AZIDA Prueba de;0.25;1
469;NN;572;660572;Kahn presuntiva y standart.;X;NO ESTA;;;0.0;0
470;NN;573;660573;Kline. Diagnóstico o exclución.;X;NO ESTA;664941;ESPERMA, SWIM UP (DIAGNÓSTICO);0.2;1
471;NN;574;660574;Kunkel, reacción de. Incluido en 481;X;NO ESTA;;;0.0;0
507;NN;614;660614;Lipemia o lípidos totales en sangre.;X;NO ESTA;660192;CREATININA - en sangre;0.2;1
509;NN;616;660616;Lípidos. Cromatografía en capa delgada.;;NO ESTA;660150;CEREBROSIDOS (Cromatográfico).;0.2;1
534;NN;651;660651;Mac Lagan, reacción de.;X;NO ESTA;;;0.0;0
549;NN;666;660666;Micoplasma (PPLO), investigación de.;X;NO ESTA;;;0.0;0
614;NN;750;660750;Pollak, prueba de.;X;NO ESTA;;;0.0;0
653;NN;811;660811;Retter Test de;X;NO ESTA;;;0.0;0
669;NN;834;660834;secretina. Test de la;;NO ESTA;;;0.0;0
671;NN;836;660836;Sia. Test de;X;NO ESTA;;;0.0;0
677;NN;842;660842;Sondeo duodenal minutado. Incluye 112;X;NO ESTA;;;0.0;0
678;NN;843;660843;Sondeo duodenal terapéutico.;X;NO ESTA;;;0.0;0
679;NN;844;660844;Sondeo gástrico lavado.;X;NO ESTA;660405;GASTRINA, sérica.;0.25;1
696;NN;861;660861;Takata-Ara. Reacción de;X;NO ESTA;;;0.0;0
719;NN;884;660884;Tromboplastina. Prueba de la generación de la (Bigg y Douglas Sustituyendo c/creactivo, suero, plasma, plaquetas de sustrato);X;NO ESTA;660879;TROMBINA, PRUEBA DE GENERACIÓN DE LA;0.2;2
733;NN;908;660908;Uritotograma.. Cuatro muestras.;X;NO ESTA;660103;BACILOSCOPIA, (IFI - por muestra);0.25;1
735;NN;910;660910;Uropepsinógeno.;X;NO ESTA;;;0.0;0
766;NN;941;660941;Wasserman. Reacción de;X;NO ESTA;;;0.0;0
772;NN;952;660952;Werneer. Prueba de;X;NO ESTA;;;0.0;0
774;NN;954;660954;Winglan. Prueba de;X;NO ESTA;;;0.0;0
804;NN;998;660998;Recepción y toma de muestras.;;NO ESTA;660103;BACILOSCOPIA, (IFI - por muestra);0.25;1
805;NN;999;660999;Urgencia. Recargo por cada determinación. No corresponde facturarlo en UTI-UCO;;NO ESTA;663996;CORRECCIÓN C/PLASMA NORMAL - TP;0.2;1
113;NO NN;130;;CKMB;X;NO ESTA;661045;CREATINFOSFOQUINASA, ISOENZIMA MB (CKMB / CPKMB);0.25;1
185;NO NN;211;;DROGAS FARMACOLOGICAS (ver comentario);X;NO ESTA;661050;DROGAS de ABUSO SCREENING (c/u);0.25;1
193;NO NN;221;;CLAMIDIAS;X;NO ESTA;;;0.0;0
199;NO NN;228;;ANTICUERPOS ANTI ENA (SSA SSB SM RNP);X;NO ESTA;;;0.0;0
202;NO NN;231;;ANTICUERPO ANTI N LIKE;X;NO ESTA;669120;SOMATOMEDINA - IGFBP-3 - (Insulin Like Growth Factor Bind, Prot 3);0.12;1
206;NO NN;237;;ANTICUERPOS ANTI SCL 70;X;NO ESTA;;;0.0;0
215;NO NN;246;;ANTICUERPOS ANTI RIÑON;X;NO ESTA;;;0.0;0
216;NO NN;247;;ANTICUERPOS ANTI ARN;X;NO ESTA;;;0.0;0
218;NO NN;251;;ANTICUERPOS TSH;X;NO ESTA;;;0.0;0
244;NO NN;279;;DIFENIL HICLANTOINA;X;NO ESTA;;;0.0;0
273;NO NN;324;;CLHAMYDIA TRACH CUERPOS DE INCLUSION IFI;X;NO ESTA;663623;CHLAMYDIA TRACHOMATIS, Ac. IgG Anti;0.2;1
274;NO NN;325;;CLHAMYDIA TRACH AG-AC MONOCLONAL IFI;X;NO ESTA;663623;CHLAMYDIA TRACHOMATIS, Ac. IgG Anti;0.25;1
326;NO NN;398;;CLHAMYDIA  PSITACCI REACCION BEDSON (FC);X;NO ESTA;663598;CHLAMYDIA PSITACCI, Ac. IgG Anti;0.25;1
363;NO NN;436;;HIV 1AG HIV P24 (ELISA);X;NO ESTA;;;0.0;0
377;NO NN;453;;POLYOMA HUMANO AC ESP (FC);X;NO ESTA;666098;HERPES VIRUS 6 HUMAN - PCR;0.25;1
380;NO NN;456;;CRIPTCOCCUS NEOFORMANS ANTIG (AGLUT);X;NO ESTA;660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.25;1
381;NO NN;457;;REOVIRUS AC FC;X;NO ESTA;;;0.0;0
382;NO NN;458;;REOVIRUS AG FC;X;NO ESTA;;;0.0;0
434;NO NN;527;;TOXO IGM-IFI;X;NO ESTA;;;0.0;0
437;NO NN;530;;ANTIC.ANTI JO-I;X;NO ESTA;;;0.0;0
458;NO NN;553;;CA 21-1/72-4 C/U;X;NO ESTA;;;0.0;0
462;NO NN;559;;IgA SECRETORIA- ID;X;NO ESTA;;;0.0;0
465;NO NN;562;;INSECTICIDAS CLORADOS - C.G.;X;NO ESTA;;;0.0;0
477;NO NN;580;;DET. DE PAI Y PLAMISNOGENO C/U;X;NO ESTA;;;0.0;0
483;NO NN;590;;ENCEFALITIS EQUINA DEL ESTE IHA;X;NO ESTA;;;0.0;0
522;NO NN;631;;LIDOCAINA- E.I.A.;X;NO ESTA;;;0.0;0
528;NO NN;642;;ENCEFALITIS EQUINA DEL OESTE IHA;X;NO ESTA;;;0.0;0
529;NO NN;643;;ENCEFALITIS EQUINQ VENEZOLANA IHA;X;NO ESTA;;;0.0;0
530;NO NN;644;;ENCEFALITIS SAN LUIS IHA;X;NO ESTA;;;0.0;0
567;NO NN;692;;MOFEG-E;X;NO ESTA;;;0.0;0
569;NO NN;694;;FRUCTOSAMINA-PROT. SERICA GLICOSILADA;X;NO ESTA;665478;FRUCTOSA, líquido seminal o sérica o urinaria;0.29;2
575;NO NN;707;;NITRAZEPAN;X;NO ESTA;;;0.0;0
591;NO NN;727;;HIDATIDOSIS DOBLE DIFUSO DDS ID ARCO 5;;NO ESTA;660483;HIDATIDOSIS (HAI);0.25;1
638;NO NN;774;;IGA SECRECION (SALIVA Y LAGRIMAS);X;NO ESTA;663292;CALCIO (Ca) - saliva;0.25;1
694;NO NN;859;;MARCADOR PARA TUBO DIGESTIVO CA 19-9;X;NO ESTA;661115;MARCADOR TUMORAL de OVARIO (CA 125);0.2;1
743;NO NN;918;;NEISSERIA MENING AG HISOPADO UROGEN ELIS;X;NO ESTA;666728;INFLUENZA A, ANTIGENOS (Ags.) - Material: hisopado nasal / faríngeo / aspirados - PCR;0.09;1
744;NO NN;919;;NEISSERIA MENINGITIDIS AC-FC;X;NO ESTA;662717;ANTIGENOS BACTERIANOS, screening (Haemof..infl, Neis. mening., Strept. Pneum.);0.11;1
776;NO NN;956;;HIV 1 SIDA WERTERN BLOT TEST:IB;X;NO ESTA;661110;HIV, WESTERN- BLOT;0.25;1
779;NO NN;964;;PROTEINA TRANSP. DE ESTEROIDES (SHBG);X;NO ESTA;660767;PROTEINURIA.;0.25;1
780;NO NN;965;;REACCION DE LIBERACION DE ATP;X;NO ESTA;;;0.0;0
789;NO NN;978;;ROSETAS G RATON (PORCENTAJES);X;NO ESTA;667161;LINFOCITOS T supresores (Tec.-Roseta);0.25;1
800;NO NN;992;;TEST DE REPTILASA;X;NO ESTA;;;0.0;0
816;NO NN;1011;;ALFA NAFTIL ESTERASA;X;NO ESTA;662521;Alfa 2 ANTIPLASMINA;0.25;1
828;NO NN;1023;;ANTI SCL 70;X;NO ESTA;;;0.0;0
844;NO NN;1044;;ANTI SM;X;NO ESTA;;;0.0;0
846;NO NN;1049;;CD 4(IFDM);;NO ESTA;;;0.0;0
848;NO NN;1051;;CD 8;;NO ESTA;;;0.0;0
851;NO NN;1055;;G.L.A.E. (S.H.B.G.);X;NO ESTA;;;0.0;0
859;NO NN;1064;;ANTICUERPO ANTI E (ANTI HBC);X;NO ESTA;;;0.0;0
861;NO NN;1066;;DIAZEPAN;X;NO ESTA;;;0.0;0
862;NO NN;1067;;PRIMIDONA;X;NO ESTA;;;0.0;0
863;NO NN;1068;;ETOSUXIMIDA;X;NO ESTA;;;0.0;0
866;NO NN;1071;;M.O.P.E.G.;X;NO ESTA;;;0.0;0
872;NO NN;1087;;ANTIC. ANTI LA;X;NO ESTA;;;0.0;0
874;NO NN;1088;;VALPROATO;X;NO ESTA;;;0.0;0
875;NO NN;1090;;PLOMBEMIA;X;NO ESTA;;;0.0;0
877;NO NN;1100;;NST TEST DE VITALIDAD;X;NO ESTA;;;0.0;0
880;NO NN;1103;;CD 3;X;NO ESTA;;;0.0;0
883;NO NN;1106;;ANTIC.ANTI SM;X;NO ESTA;;;0.0;0
898;NO NN;1133;;DOSAJE DE METHOTREXATE;X;NO ESTA;;;0.0;0
900;NO NN;1135;;SALES BILIARES;X;NO ESTA;662367;ÁCIDOS BILIARES - séricos.;0.25;1
910;NO NN;1149;;C.P.K. MB;;NO ESTA;;;0.0;0
915;NO NN;1183;;PHADIRECT-ESTREPT BETA RAPIDO;X;NO ESTA;662980;Beta 2 GLICOPROTEÍNA, Ac. IgA Anti;0.2;1
916;NO NN;1184;;BETA CROSSLAPS/SUERO;X;NO ESTA;663025;Beta CROSS LAPS - CTX-C - TELOPÉPTIDO DE COLÁGENO TIPO I;0.29;2
925;NO NN;1194;;HIV DNA CUALITATIVO PCR;X;NO ESTA;;;0.0;0
935;NO NN;1293;;DIURESIS;X;NO ESTA;;;0.0;0
947;NO NN;1935;;TORCH;;NO ESTA;661160;TORCH (Toxoplasmosis , Rubeola, Citomegalovirus y Herpes 1 y 2 );0.2;1
949;NO NN;1937;;COMPONENTE M;X;NO ESTA;;;0.0;0
951;NO NN;1939;;COLERA INVESTIGACION;X;NO ESTA;;;0.0;0
953;NO NN;1941;;FAGOSITOSIS;X;NO ESTA;;;0.0;0
16;NN;11;660011;Adenosin trifosfórico ácido.;X;posible (revisar);662435;ADENOVIRUS, Ac. IgM, Anti;0.33;1
17;NN;12;660012;Agar. Electroforesis en;X;posible (revisar);660471;HEMOGLOBINA, ELECTROFORESIS.;0.33;1
43;NN;38;660038;Anticoagulantes (Quick).;X;posible (revisar);662709;ANTICOAGULANTE LÚPICO;0.33;1
53;NN;48;660048;Antidesoxirribonucleico, latex.;X;posible (revisar);660049;ANTIDESIXIRRIBONUCLEASA - ADNEASA – Anti-DNA.;0.33;1
125;NN;142;660142;Casoni, intradermorreación.;X;posible (revisar);660656;MANTOUX, INTRADERMO-REACCION DE (PPD);0.33;1
158;NN;175;660175;Colesterol total libre y esterificado.;X;posible (revisar);660174;COLESTEROL TOTAL;0.33;1
228;NN;263;660263;Dermatofitos, intradermorreacción.;;posible (revisar);660656;MANTOUX, INTRADERMO-REACCION DE (PPD);0.33;1
232;NN;267;660267;Digitoxin (por radioinmunoensayo).;X;posible (revisar);660940;VOLEMIA RADIOQUÍMICO.;0.33;1
235;NN;270;660270;Donath-Landsteiner cuantitativa. Prueba de;X;posible (revisar);660934;V D R L CUANTITATIVA – USR  CUANTITATIVA;0.33;1
236;NN;271;660271;Drepanocitos anaerobiosis.;X;posible (revisar);662657;ANAEROBIOS (Cultivo).;0.33;1
251;NN;292;660292;Electroforesis pliacrilamida, cuantitativa.;X;posible (revisar);660934;V D R L CUANTITATIVA – USR  CUANTITATIVA;0.33;1
262;NN;303;660303;Estrógenos fraccionados. (Estrona, estriol y estradiol por cromatografía).;X;posible (revisar);660025;AMINOÁCIDOS FRACCIONADOS (Cromatografía - por fracción) -cualitativo;0.33;2
293;NN;346;660346;Fibrinogenémia hipo, latex cuantitativa.;X;posible (revisar);660599;LATEX TEST DE, PARA ARTRITIS REUMATOIDE (s-cuant);0.33;2
316;NN;369;660369;Frei. Intradermorreacción de;;posible (revisar);660656;MANTOUX, INTRADERMO-REACCION DE (PPD);0.33;1
335;NN;407;660407;Glicerol en sangre.;X;posible (revisar);660192;CREATININA - en sangre;0.33;1
342;NN;414;660414;Glúcidos(orina). Cromatografía bidimensional.;X;posible (revisar);660485;HIDRATOS DE CARBONO CROMATOGRAFIA, EN ORINA;0.33;2
350;NN;422;660422;Glutatión reductasa.;;posible (revisar);662183;ÁCIDO GLUTÁMICO;0.33;1
351;NN;423;660423;Gonadotrofinas coriónicas. Inmunológico cualitativo. En urgencia sumar código 999. Incluido en 424;X;posible (revisar);661170;SUBUNIDAD BETA de GONADOTROFINA CORIONICA (cualitativa) - HCG o β-HCG - Sub β;0.33;2
352;NN;424;660424;Gonadotrofinas coriónicas. Inmunológico cuantitativo. Incluye 423;X;posible (revisar);661170;SUBUNIDAD BETA de GONADOTROFINA CORIONICA (cualitativa) - HCG o β-HCG - Sub β;0.33;2
415;NN;491;660491;Hoffman. Reacción de cualitativa.;X;posible (revisar);669734;TROPONINA T (cualitativo) - TnT-cuali;0.33;1
497;NN;604;660604;Leche materna, exámen de.;X;posible (revisar);660373;FUNCIONAL, EXAMEN DE MATERIA FECAL - básico;0.33;2
514;NN;621;660621;Lisisna-Vasopresina, test.;;posible (revisar);667204;LISIS DE EUGLOBULINAS;0.33;1
542;NN;659;660659;Melitina. Intradermorreacción.;X;posible (revisar);660656;MANTOUX, INTRADERMO-REACCION DE (PPD);0.33;1
544;NN;661;660661;Metabolismo basal.;X;posible (revisar);660041;ANTICUERPOS ANTIMEMBRANA BASAL, (IFI);0.33;1
560;NN;677;660677;Material descartable para la extracción de sangre;;posible (revisar);660177;COMPATIBILIDAD - sangre materna.;0.4;2
579;NN;712;660712;Ornitil carbamil transferasa.;X;posible (revisar);660875;TRANSFERRINA;0.33;1
597;NN;733;660733;Pancreático, líquido, físico, químico, con extracción.;X;posible (revisar);668964;SALIVA, Ex. Físico-Químico;0.33;2
621;NN;757;660757;Pro-insulina plasmática (por radioinmunoensayo).;X;posible (revisar);660543;INSULINA.;0.33;1
661;NN;819;660819;Rojo Congo. Prueba de -Orina, sangre-;X;posible (revisar);668464;POLIOMAVIRUS BK, PCR - sangre u orina;0.4;2
683;NN;848;660848;Sulfas en sangre.;;posible (revisar);660192;CREATININA - en sangre;0.33;1
720;NN;885;660885;Tromboplastina. Prueba de la generación de la. Simplificada (Hicks-Pitney);X;posible (revisar);660879;TROMBINA, PRUEBA DE GENERACIÓN DE LA;0.4;2
721;NN;886;660886;Trombo-Test de Owren.;X;posible (revisar);660879;TROMBINA, PRUEBA DE GENERACIÓN DE LA;0.33;1
731;NN;906;660906;Urobilina. Cuantitativa en orina.;X;posible (revisar);660934;V D R L CUANTITATIVA – USR  CUANTITATIVA;0.33;1
90;NO NN;100;;T3 LIGADA A ALBUMINA;X;posible (revisar);660015;ALBUMINA - sérica;0.33;1
110;NO NN;120;;T4 LIGADA A ALBUMINA;X;posible (revisar);660015;ALBUMINA - sérica;0.33;1
187;NO NN;213;;CANDIDINA;X;posible (revisar);663324;CANDIDA ALBICANS, Ac. Totales;0.33;1
191;NO NN;218;;CLHAMYDIA TRACHOMATIS CULTIVO;X;posible (revisar);663650;CHLAMYDIA TRACHOMATIS, cultivo celular;0.4;2
192;NO NN;220;;CLHAMYDIA TRACHOMATIS ANTIC IGG/IGM IFI;;posible (revisar);663623;CHLAMYDIA TRACHOMATIS, Ac. IgG Anti;0.33;1
203;NO NN;232;;ANTI ADN FRACCIONADO;X;posible (revisar);660025;AMINOÁCIDOS FRACCIONADOS (Cromatografía - por fracción) -cualitativo;0.33;1
219;NO NN;254;;ASPERGILLIUS ANTIC. (FASE MICELIAS) FC;X;posible (revisar);662846;ASPERGILLIUS, Ac. Anti;0.33;1
223;NO NN;258;;BOREDETELLA PERTUSIS ANTIC CIE;X;posible (revisar);663102;BORDETELLA PERTUSIS, Ac. IgG Anti;0.33;1
224;NO NN;259;;BOREDETELLA PERTUSIS ANTIC IGM/IFI;X;posible (revisar);663102;BORDETELLA PERTUSIS, Ac. IgG Anti;0.33;1
248;NO NN;283;;DAP-TEST (PRUEBA DIRECTA DE AG DETEC DE(;X;posible (revisar);663318;CAMPYLOBACTER SPP, Directo (ELISA);0.33;1
269;NO NN;311;;ENCEFALITIS ANTIC (SUERO) FC;X;posible (revisar);660715;OSMOLARIDAD - suero.;0.33;1
275;NO NN;326;;COXSACKIE B1/2/3/4/5/6 (L.BRONQ.) C/U;X;posible (revisar);664068;COXSACKIE VIRUS A, 2-7-9, Ac. Anti- (c/u);0.33;1
276;NO NN;327;;CLHAMYDIA TRACHOMATIS ANTIC.FC;X;posible (revisar);663623;CHLAMYDIA TRACHOMATIS, Ac. IgG Anti;0.33;1
277;NO NN;329;;CHAGAS HEMOAGLUTINACION DE TRIPANOSOMAS;X;posible (revisar);660241;CHAGAS (AD);0.33;1
327;NO NN;399;;CLHAMYDIA  PSITACCI ANTIGENO (FC);X;posible (revisar);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.33;1
368;NO NN;443;;PAP.VIRUS ADN-VIRAL 6/14 16/18 31/33/51H;X;posible (revisar);666100;HERPES VIRUS 6 HUMAN - Carga Viral;0.4;2
373;NO NN;449;;CORIOMENINGITIS ANTIC ESPEC FC;X;posible (revisar);666606;IgE ESPECÍFICA - INMUNOGLOBULINA E ESPECÍFICA.;0.33;1
378;NO NN;454;;COXSACKIE B1/2/3/4/5/6 ANTIG ESPEC FCC/U;X;posible (revisar);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.33;1
383;NO NN;459;;RESP. SINCICIAL AC LCR (FC);X;posible (revisar);669076;SINCICIAL RESPIRATORIO, Ac. IgG Anti;0.33;1
426;NO NN;511;;ACIDEZ TITULABLE EN ORINA;X;posible (revisar);668264;PDF orina;0.33;1
430;NO NN;521;;DET.DE INHIB.DE MEC.EXTRI/INTRI.C/U;X;posible (revisar);666811;INHIBIDOR DEL TPA;0.33;1
456;NO NN;549;;DOPAMINA / INMUNODIFUSION PARA HONGOS;X;posible (revisar);660535;INMUNOELECTROFORESIS.;0.33;1
459;NO NN;554;;ASPERGILLIUS AC FASE MICELIAS (ID);X;posible (revisar);662846;ASPERGILLIUS, Ac. Anti;0.33;1
473;NO NN;576;;HISTOPLASMA CAP.AC FASE LEVADURIFORME FC;X;posible (revisar);666238;HISTONA, Ac. Anti;0.33;1
478;NO NN;583;;CLHAMYDIA PSITACCI AC IGM/IGG ELISA;X;posible (revisar);663598;CHLAMYDIA PSITACCI, Ac. IgG Anti;0.33;1
479;NO NN;584;;CLHAMYDIA PSITACCI AC IGM/IGG IFI;X;posible (revisar);663598;CHLAMYDIA PSITACCI, Ac. IgG Anti;0.33;1
570;NO NN;695;;MOBILUNCUS, BACTERIOLOGICO;X;posible (revisar);660935;VARIANTE BACTERIANA.;0.33;1
577;NO NN;710;;NORADRELALINA;X;posible (revisar);660695;NORADRENALINA, sérica - CATECOLAMINA;0.33;1
596;NO NN;732;;OXALATURIA;X;posible (revisar);660873;TRANSAMINASA, GLUTAMICO OXALACETICA (GOT / AST);0.33;1
637;NO NN;773;;MONOCLONAL TOAT IA/JS/MI/S33/T28;X;posible (revisar);667238;"LISTERIA MONOCITÓGENES  ""O"" Y ""H""";0.33;1
651;NO NN;809;;ROTAVIRUS ANTIG. ESPEC. ELISA;X;posible (revisar);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.33;1
665;NO NN;828;;RUBEOLA POR INHIBICION A LA HEMOAGLUTINA;X;posible (revisar);661145;RUBEOLA, Ac. IgG Anti;0.33;1
686;NO NN;851;;LCR ELECTROF Y DOSAJE PROT.BAS MIELINA;X;posible (revisar);668657;PROT. ELECTROF. EN AGARAROSA ISOELÉCTRICO-ENFOQUE-IGG, LCR,;0.33;2
737;NO NN;912;;TETOSTERONA BIODISPONIBLE;;posible (revisar);661185;TESTOSTERONA BIODISPONIBLE;0.33;1
767;NO NN;943;;PARAINFLUENZA I/II/III/IV ANTIG.ESPEC.IF;X;posible (revisar);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.33;1
768;NO NN;944;;PARAINFLUENZA I/II/III/IV ANTIG. ESPEC.;X;posible (revisar);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.33;1
781;NO NN;966;;RECEPTORES PARA PROGESTERONA EN MAMA;X;posible (revisar);660758;PROGESTERONA - Pg.;0.33;1
783;NO NN;969;;RESP. SINCICIAL AC ESPECIFICO IGG/IGM IF;X;posible (revisar);669076;SINCICIAL RESPIRATORIO, Ac. IgG Anti;0.33;1
786;NO NN;972;;ROSETAS E37;X;posible (revisar);667161;LINFOCITOS T supresores (Tec.-Roseta);0.33;1
787;NO NN;973;;ROSETAS E4 (PORCENTAJES DE ROSETAS E4);X;posible (revisar);667161;LINFOCITOS T supresores (Tec.-Roseta);0.33;1
788;NO NN;974;;ROSETAS FC IGG/IGM;X;posible (revisar);667161;LINFOCITOS T supresores (Tec.-Roseta);0.33;1
798;NO NN;987;;SULFATO DE PROTAMINA;X;posible (revisar);664652;ENDOSULFAN SULFATO;0.33;1
812;NO NN;1007;;ANTICUERPOS ANTICELULARES PARIETALES;X;posible (revisar);662709;ANTICOAGULANTE LÚPICO;0.33;1
815;NO NN;1010;;ACIDO VALPROICO;X;posible (revisar);660352;FOLICO, ÁCIDO.;0.33;1
852;NO NN;1056;;ESTRADIOL RAPIDO;X;posible (revisar);660300;ESTRADIOL (E2) - sérico;0.33;1
864;NO NN;1069;;ANTICUERPO ANTI HELICOBACTER PILORI;X;posible (revisar);665743;HELICOBACTER PYLORI, Ac. IgA Anti;0.33;1
865;NO NN;1070;;INVESTIGACION EN MICOPLASMA EN CULTIVO;X;posible (revisar);662657;ANAEROBIOS (Cultivo).;0.33;1
870;NO NN;1078;;FENOBARBITAL SERICO;X;posible (revisar);660015;ALBUMINA - sérica;0.33;1
879;NO NN;1102;;SANGRE OCULTA POR METODO HISTOQUIMICO;X;posible (revisar);668973;SANGRE OCULTA en MATERIA FECAL ESPECÍFICO (S.O.M.F. específico);0.4;2
885;NO NN;1111;;CATETER CULTIVO;X;posible (revisar);662657;ANAEROBIOS (Cultivo).;0.33;1
887;NO NN;1113;;CPK ISOENZIMAS;X;posible (revisar);660361;FOSFATASA ALCALINA - ISOENZIMAS.;0.33;1
889;NO NN;1117;;GLUCOSA CURVA EMBARAZADA;X;posible (revisar);660416;GLUCOPROTEINOGRAMA.;0.33;1
895;NO NN;1129;;COLECTOR BACTEREOLOGICO;X;posible (revisar);660935;VARIANTE BACTERIANA.;0.33;1
899;NO NN;1134;;TEST DE GRANULACION DE BASOFILOS;X;posible (revisar);664546;ECHINOCOCCUS GRANULOSOS, Ac. IgG Anti;0.33;1
903;NO NN;1138;;CONTROL DE CONSUMO DE MARIHUANA;X;posible (revisar);667358;MARIHUANA;0.33;1
920;NO NN;1188;;CULT. ESTREPTOCOCO BETA HEMOLITICO VAGINAL O ANAL;X;posible (revisar);669127;SREPTOCOCCUS BETA-HEMOLÍTICO Grupo B - Prenatal (anal/vaginal);0.44;4
931;NO NN;1201;;SUSTANCIAS REDUCTORAS MATERIA FECAL;X;posible (revisar);660736;PARASITOLOGICO en MATERIA FECAL.;0.4;2
942;NO NN;1929;;VAROCELLA ZOSPER, ANTIGENO;X;posible (revisar);660040;ANTICUERPOS ANTIGLOMERULAR , (IFI);0.33;1
943;NO NN;1930;;TEST RAPIDO PARA ESTREPTOCOCO;X;posible (revisar);669180;STREPTOZYME, TEST (ESTREPTOZIMA);0.33;1
948;NO NN;1936;;TEST RAPIDO DE FAUCES;;posible (revisar);661180;"TEST RAPIDO en FAUCES para STREPTOCOCCUS β- HEMOLÍTICO Grupo ""A""";0.4;2
6;NN;1;660001;Acetaldehído enzimático.;X;esta (mismo codigo, nombre distinto);660001;ACTO BIOQUÍMICO;0.0;0
14;NN;9;660009;Adenosin monofosfórico ácido.;X;esta (mismo codigo, nombre distinto);660009;ADRENALINA, plasmática (CATECOLAMINA plasmática);0.0;0
15;NN;10;660010;Adenosin difosfórico ácido.;X;esta (mismo codigo, nombre distinto);660010;ADRENALINA, urinaria (CATECOLAMINA urinaria);0.0;0
20;NN;15;660015;Alanina beta (orina).;X;esta (mismo codigo, nombre distinto);660015;ALBUMINA - sérica;0.0;0
58;NN;53;660053;Antígeno de la hepatitis B (Australia AU1).;X;esta (mismo codigo, nombre distinto);660053;ANTIFÚNGICOS - PRUEBA DE SENSIBILIDAD;0.0;0
62;NN;57;660057;Antipripsina, inmunodifusión cuantitativa.;;esta (mismo codigo, nombre distinto);660057;ANTITRIPSINA, Alfa 1 (α1 AT) - Líq. Pleural o Mat. Fecal o Sérica - C/U - (por I.D.-Cuantitativa);0.12;1
68;NN;63;660063;Anticuerpos anti VIH (método de Elisa), determinación.;;esta (mismo codigo, nombre distinto);660063;ANTICUERPOS Anti- HIV (ELISA);0.0;0
69;NN;64;660064;Anticuerpos anti VIH (Método de aglutinación de partículas en gelatina), determinación.;X;esta (mismo codigo, nombre distinto);660064;ANTICUERPOS ANTI HIV - A.D.;0.0;0
